,fingerprint,lookup,recall1,recall5,recall10
616,0.02799701690673828,0.007501363754272461,True,True,True
617,0.025000333786010742,0.007999658584594727,True,True,True
618,0.024998903274536133,0.006500244140625,True,True,True
619,0.02500152587890625,0.01099848747253418,True,True,True
620,0.024999618530273438,0.007014036178588867,True,True,True
621,0.024999141693115234,0.00701141357421875,True,True,True
622,0.025500774383544922,0.0069997310638427734,True,True,True
623,0.024500370025634766,0.00749969482421875,True,True,True
624,0.02649998664855957,0.0074999332427978516,True,True,True
625,0.02800154685974121,0.007997512817382812,True,True,True
626,0.028002262115478516,0.009999752044677734,True,True,True
627,0.029505252838134766,0.006494045257568359,True,True,True
628,0.024999380111694336,0.007499217987060547,True,True,True
629,0.025000572204589844,0.006962299346923828,True,True,True
630,0.025000810623168945,0.007001399993896484,True,True,True
631,0.025000810623168945,0.006980180740356445,True,True,True
632,0.024999618530273438,0.007001399993896484,True,True,True
633,0.025000333786010742,0.007498979568481445,True,True,True
634,0.025000333786010742,0.00749969482421875,True,True,True
635,0.02549910545349121,0.0070002079010009766,True,True,True
636,0.025000333786010742,0.0070002079010009766,True,True,True
637,0.02550053596496582,0.006500244140625,True,True,True
638,0.025000810623168945,0.006999492645263672,True,True,True
639,0.027500152587890625,0.006999015808105469,True,True,True
640,0.025500774383544922,0.007499217987060547,True,True,True
641,0.025999784469604492,0.008001327514648438,True,True,True
642,0.024999618530273438,0.0070002079010009766,True,True,True
643,0.02499985694885254,0.0069997310638427734,True,True,True
644,0.025000572204589844,0.006999492645263672,True,True,True
645,0.02549910545349121,0.006500959396362305,True,True,True
646,0.02500009536743164,0.007999420166015625,True,True,True
647,0.02499985694885254,0.007572174072265625,True,True,True
648,0.025000333786010742,0.008501291275024414,True,True,True
649,0.02499866485595703,0.00699925422668457,True,True,True
650,0.025000333786010742,0.006999969482421875,True,True,True
651,0.02550053596496582,0.007997989654541016,True,True,True
652,0.025501728057861328,0.006999015808105469,True,True,True
653,0.024499177932739258,0.0070002079010009766,True,True,True
654,0.025000333786010742,0.006999969482421875,True,True,True
655,0.024999141693115234,0.008000373840332031,True,True,True
656,0.02550029754638672,0.007500171661376953,True,True,True
657,0.02450108528137207,0.007498979568481445,True,True,True
658,0.024999618530273438,0.00749969482421875,True,True,True
659,0.025499820709228516,0.008000612258911133,True,True,True
660,0.02449941635131836,0.006999492645263672,True,True,True
661,0.025499582290649414,0.008999824523925781,True,True,True
662,0.025000810623168945,0.007999420166015625,True,True,True
663,0.024500608444213867,0.007999181747436523,True,True,True
664,0.02499985694885254,0.00800013542175293,True,True,True
665,0.02500009536743164,0.00749969482421875,True,True,True
666,0.024999380111694336,0.008000850677490234,True,True,True
667,0.025000333786010742,0.006998300552368164,True,True,True
668,0.02649974822998047,0.0074994564056396484,True,True,True
669,0.02549910545349121,0.0074994564056396484,True,True,True
670,0.02500152587890625,0.00749969482421875,True,True,True
671,0.026000022888183594,0.0084991455078125,True,True,True
672,0.02499985694885254,0.0060007572174072266,True,True,True
673,0.02499985694885254,0.007499217987060547,True,True,True
674,0.024500608444213867,0.006998538970947266,True,True,True
675,0.025001049041748047,0.007999181747436523,True,True,True
676,0.025501489639282227,0.007499217987060547,True,True,True
677,0.025499582290649414,0.007500648498535156,True,True,True
678,0.02499985694885254,0.007498025894165039,True,True,True
679,0.02500009536743164,0.007500410079956055,True,True,True
680,0.02550029754638672,0.007500648498535156,True,True,True
681,0.02550053596496582,0.006999969482421875,True,True,True
682,0.027001619338989258,0.006999492645263672,True,True,True
683,0.025499343872070312,0.007500171661376953,True,True,True
684,0.025500059127807617,0.007999897003173828,True,True,True
685,0.02500009536743164,0.006999969482421875,True,True,True
686,0.02500009536743164,0.00700068473815918,True,True,True
687,0.025000333786010742,0.0069997310638427734,True,True,True
688,0.02550053596496582,0.0074994564056396484,True,True,True
689,0.025000810623168945,0.0070002079010009766,True,True,True
690,0.025000810623168945,0.006999492645263672,True,True,True
691,0.02499985694885254,0.007500171661376953,True,True,True
692,0.026999950408935547,0.007500171661376953,True,True,True
693,0.025000333786010742,0.0069997310638427734,True,True,True
694,0.02700018882751465,0.007418632507324219,True,True,True
695,0.025000333786010742,0.007999658584594727,True,True,True
696,0.02500009536743164,0.0070002079010009766,True,True,True
697,0.025000810623168945,0.007498979568481445,True,True,True
698,0.025000333786010742,0.00700068473815918,True,True,True
699,0.025000333786010742,0.006031990051269531,True,True,True
700,0.027000904083251953,0.006998777389526367,True,True,True
701,0.02550220489501953,0.007999897003173828,True,True,True
702,0.024499893188476562,0.007498741149902344,True,True,True
703,0.02500009536743164,0.005998849868774414,True,True,True
704,0.025000810623168945,0.006499767303466797,True,True,True
705,0.02500009536743164,0.00700068473815918,True,True,True
706,0.025000333786010742,0.006999969482421875,True,True,True
707,0.02500319480895996,0.006997823715209961,True,True,True
708,0.02500009536743164,0.007498741149902344,True,True,True
709,0.025000572204589844,0.00749969482421875,True,True,True
710,0.02549910545349121,0.007500886917114258,True,True,True
711,0.025500059127807617,0.008000850677490234,True,True,True
712,0.025001049041748047,0.007498979568481445,True,True,True
713,0.025500059127807617,0.007500886917114258,True,True,True
714,0.02550029754638672,0.0074999332427978516,True,True,True
715,0.02649974822998047,0.006999969482421875,True,True,True
