,fingerprint,lookup,recall1,recall5,recall10
254,0.038498640060424805,0.007000923156738281,False,False,False
255,0.026500225067138672,0.006000518798828125,False,False,False
256,0.024999141693115234,0.0060007572174072266,False,False,False
257,0.02499985694885254,0.006502389907836914,False,False,False
258,0.02449655532836914,0.00599980354309082,True,True,True
259,0.024499893188476562,0.006501436233520508,True,True,True
260,0.03249979019165039,0.006498575210571289,False,False,False
261,0.024000167846679688,0.0065000057220458984,False,False,False
262,0.025002002716064453,0.005499362945556641,False,False,False
263,0.02450108528137207,0.0065000057220458984,False,True,True
264,0.023500919342041016,0.006500244140625,False,False,False
265,0.023499250411987305,0.006497383117675781,False,False,False
266,0.024000883102416992,0.0070002079010009766,False,False,False
267,0.02350139617919922,0.005999088287353516,False,False,False
268,0.02449965476989746,0.006501197814941406,False,False,False
269,0.023499011993408203,0.006000041961669922,False,False,False
270,0.02450084686279297,0.0060002803802490234,False,False,False
271,0.02400040626525879,0.005501270294189453,False,False,False
272,0.02349996566772461,0.0065000057220458984,False,False,False
273,0.023999452590942383,0.005500316619873047,False,False,False
274,0.02449965476989746,0.009000301361083984,False,False,False
275,0.024498701095581055,0.005999565124511719,False,False,False
276,0.02500009536743164,0.005500316619873047,False,False,False
277,0.02449965476989746,0.006000995635986328,True,True,True
278,0.025499820709228516,0.005499839782714844,False,False,False
279,0.026000261306762695,0.007001399993896484,False,False,False
280,0.02949810028076172,0.0059986114501953125,True,True,True
281,0.02449965476989746,0.00550079345703125,False,True,True
282,0.024500131607055664,0.006001710891723633,False,False,False
283,0.02450108528137207,0.005997657775878906,True,True,True
284,0.02700066566467285,0.006000995635986328,False,False,False
285,0.024000883102416992,0.005999326705932617,False,False,False
286,0.023999691009521484,0.00600123405456543,True,True,True
287,0.024999141693115234,0.00749969482421875,False,False,False
288,0.025001049041748047,0.035500288009643555,False,False,False
289,0.024500131607055664,0.005498647689819336,False,False,False
290,0.024001598358154297,0.005499601364135742,True,True,True
291,0.02399921417236328,0.005499839782714844,True,True,True
292,0.023998260498046875,0.005997419357299805,False,False,True
293,0.02399921417236328,0.005500078201293945,False,False,False
294,0.023502588272094727,0.004999637603759766,True,True,True
295,0.0279998779296875,0.005500316619873047,False,False,False
296,0.02400064468383789,0.006501197814941406,False,False,False
297,0.02399897575378418,0.006001949310302734,False,False,False
298,0.024499177932739258,0.005999565124511719,False,False,False
299,0.024000883102416992,0.005998373031616211,True,True,True
300,0.023499250411987305,0.00600123405456543,False,False,False
301,0.023999929428100586,0.006000518798828125,True,True,True
302,0.02400064468383789,0.005499362945556641,True,True,True
303,0.02500009536743164,0.0055010318756103516,True,True,True
304,0.024000883102416992,0.006499767303466797,False,False,False
305,0.023999929428100586,0.006002664566040039,False,False,False
306,0.024997472763061523,0.005501508712768555,False,False,False
307,0.025000333786010742,0.005499362945556641,True,True,True
308,0.024497509002685547,0.007001399993896484,False,False,False
309,0.027500152587890625,0.005498409271240234,False,False,False
310,0.024001598358154297,0.005499839782714844,True,True,True
311,0.024498939514160156,0.006000995635986328,False,True,True
312,0.025501012802124023,0.006498098373413086,False,True,True
313,0.026501178741455078,0.0054988861083984375,True,True,True
314,0.0260012149810791,0.0054988861083984375,False,False,False
315,0.02400064468383789,0.005500078201293945,False,False,False
316,0.02350020408630371,0.0065000057220458984,False,False,False
317,0.02450084686279297,0.006498813629150391,False,False,False
318,0.02449941635131836,0.006499528884887695,False,False,False
319,0.025000333786010742,0.005498647689819336,False,False,False
320,0.024000883102416992,0.008000612258911133,False,False,False
321,0.024500131607055664,0.0059986114501953125,False,False,False
322,0.02400064468383789,0.0055010318756103516,False,False,False
323,0.024501323699951172,0.00550079345703125,False,False,False
324,0.023500680923461914,0.005999326705932617,False,False,False
325,0.024501323699951172,0.005999088287353516,False,False,False
326,0.024999618530273438,0.005499839782714844,False,False,False
327,0.02700066566467285,0.009991884231567383,True,True,True
328,0.027500152587890625,0.005498409271240234,False,False,False
329,0.024500131607055664,0.006000518798828125,False,False,False
330,0.024000167846679688,0.0055005550384521484,False,False,True
331,0.024500131607055664,0.00599980354309082,False,False,False
332,0.024001359939575195,0.004998683929443359,False,False,False
333,0.024500370025634766,0.0050008296966552734,False,False,False
334,0.023499488830566406,0.0054988861083984375,False,False,False
335,0.02500009536743164,0.00600123405456543,False,False,False
336,0.026499032974243164,0.0060007572174072266,True,True,True
337,0.025499820709228516,0.007999181747436523,False,False,False
338,0.02500009536743164,0.006001472473144531,False,False,False
339,0.026000261306762695,0.006498813629150391,False,False,False
340,0.0279998779296875,0.0060002803802490234,False,False,False
341,0.025999784469604492,0.005499839782714844,False,False,False
342,0.02449941635131836,0.005500078201293945,False,False,False
343,0.023499488830566406,0.005501270294189453,False,False,False
344,0.024499893188476562,0.005499124526977539,True,True,True
345,0.024500608444213867,0.0059986114501953125,True,True,True
346,0.024501323699951172,0.0054988861083984375,False,False,False
347,0.024999141693115234,0.005001068115234375,False,False,False
348,0.02449941635131836,0.00599980354309082,False,False,False
349,0.024002790451049805,0.005499124526977539,False,False,False
350,0.03699970245361328,0.006497621536254883,False,False,False
351,0.02700018882751465,0.006499052047729492,True,True,True
352,0.02399897575378418,0.006001472473144531,False,False,False
353,0.02349996566772461,0.006000041961669922,False,False,False
