,fingerprint,lookup,recall1,recall5,recall10
504,4.019996881484985,1.4514994621276855,0,0,0
505,0.6994993686676025,1.449500322341919,0,0,0
506,0.7090017795562744,1.417996883392334,0,0,0
507,0.6835010051727295,1.5369987487792969,0,0,0
508,0.6500003337860107,1.5094971656799316,0,0,0
509,0.731499195098877,1.4444990158081055,0,0,0
510,0.6530027389526367,1.4714999198913574,0,0,0
511,0.6860008239746094,1.442500352859497,0,0,0
512,0.7360005378723145,1.540499210357666,0,0,0
513,0.7310001850128174,1.4969978332519531,0,0,0
514,0.687999963760376,1.4849998950958252,0,0,0
515,0.6489992141723633,1.4905002117156982,0,0,0
516,0.6475002765655518,1.5070009231567383,0,0,0
517,0.78550124168396,1.5939991474151611,0,0,0
518,0.7500014305114746,1.4009990692138672,0,0,0
519,0.661998987197876,1.511500358581543,0,0,0
520,0.7045009136199951,1.5014996528625488,0,0,0
521,0.761500358581543,1.5629997253417969,0,0,0
522,0.7674996852874756,1.5674998760223389,0,0,0
523,0.7170026302337646,1.5099992752075195,0,0,0
524,0.714998722076416,1.5560009479522705,0,0,0
525,0.6824994087219238,1.4205012321472168,0,0,0
526,0.6939985752105713,1.520000696182251,0,0,0
527,0.66499924659729,1.3700013160705566,0,0,0
528,0.6499996185302734,1.4940001964569092,0,0,0
529,0.7105019092559814,1.5689969062805176,0,0,0
530,0.6940028667449951,1.4034991264343262,0,0,0
531,0.6605007648468018,1.4040000438690186,0,0,0
532,0.6894979476928711,1.4770019054412842,0,0,0
533,0.6829993724822998,1.5214991569519043,0,0,0
534,0.7690005302429199,1.4930012226104736,0,0,0
535,0.7189991474151611,1.4485011100769043,0,0,0
536,0.6754989624023438,1.4449994564056396,0,0,0
537,0.6869997978210449,1.4505016803741455,0,0,0
538,0.6945013999938965,1.5079982280731201,0,0,0
539,0.6679987907409668,1.4695007801055908,0,0,0
540,0.6504993438720703,1.5145001411437988,0,0,0
541,0.647498369216919,1.488999843597412,0,0,0
542,0.6619994640350342,1.4250011444091797,0,0,0
543,0.664499044418335,1.5895023345947266,0,0,1
544,0.7845022678375244,1.558497428894043,0,0,1
545,0.6920008659362793,1.677499532699585,0,0,0
546,0.7295022010803223,1.7275047302246094,0,0,0
547,0.7804982662200928,1.534496784210205,0,0,0
548,0.6800007820129395,1.4514992237091064,0,0,0
549,0.6815001964569092,1.4375011920928955,0,0,0
550,0.69100022315979,1.461998462677002,0,0,0
551,0.6850001811981201,1.4619989395141602,0,0,0
552,0.6830008029937744,1.5114994049072266,0,0,0
553,0.6810026168823242,1.4999995231628418,0,1,1
554,0.671499490737915,1.4254999160766602,0,1,1
555,0.7149996757507324,1.4200012683868408,0,0,0
556,0.6695005893707275,1.4319992065429688,0,0,0
557,0.7004988193511963,1.64400053024292,0,0,0
558,0.7009994983673096,1.4950029850006104,0,0,0
559,0.7834982872009277,1.508500576019287,0,0,1
560,0.7164998054504395,1.534498691558838,0,0,0
561,0.7030003070831299,1.5660004615783691,1,1,1
562,0.7215032577514648,1.5694987773895264,0,0,0
563,0.7314982414245605,1.4840004444122314,0,0,0
564,0.6765017509460449,1.4685001373291016,0,0,0
565,0.7134997844696045,1.4515044689178467,0,0,0
566,0.676494836807251,1.4880013465881348,0,0,0
567,0.6824991703033447,1.4210007190704346,0,0,0
568,0.6770007610321045,1.486999273300171,0,0,0
569,0.6544992923736572,1.4740002155303955,0,0,0
570,0.6579999923706055,1.4355006217956543,0,0,0
571,0.7025001049041748,1.475498914718628,0,0,0
572,0.6594994068145752,1.3795008659362793,0,0,0
573,0.6895008087158203,1.439500331878662,0,0,0
574,0.8834989070892334,1.5310020446777344,0,0,0
575,0.6684978008270264,1.461998462677002,0,0,0
576,0.658503532409668,1.468498945236206,0,0,0
577,0.6700007915496826,1.434999704360962,0,0,0
578,0.6909990310668945,1.4120001792907715,0,0,0
579,0.6799983978271484,1.4375007152557373,0,0,0
580,0.7339987754821777,1.5529983043670654,0,0,0
581,0.6545002460479736,1.454495906829834,0,0,0
582,0.6805002689361572,1.506500005722046,0,0,0
583,0.6964986324310303,1.4285016059875488,0,0,0
584,0.7955000400543213,1.4989988803863525,0,0,1
585,0.6605007648468018,1.512998104095459,0,0,0
586,0.6955022811889648,1.497002363204956,0,0,0
587,0.6639895439147949,1.4674999713897705,0,0,0
588,0.6845018863677979,1.4674980640411377,0,0,0
589,0.7084989547729492,1.4384984970092773,0,0,0
590,0.6804995536804199,1.471998929977417,0,0,0
591,0.7200014591217041,1.558997392654419,0,0,0
592,0.6725008487701416,1.5129992961883545,0,1,1
593,0.7024993896484375,1.5814988613128662,0,0,0
594,0.6664981842041016,1.4404995441436768,0,0,0
595,0.7164998054504395,1.53900146484375,0,0,0
596,0.7320001125335693,1.612499713897705,0,0,0
597,0.6995000839233398,1.5815000534057617,1,1,1
598,0.720999002456665,1.5499999523162842,0,0,0
599,0.734501838684082,1.577497959136963,0,0,0
600,0.6845002174377441,1.4775011539459229,0,0,0
601,0.6745009422302246,1.5109999179840088,0,0,0
602,0.7119989395141602,1.4570012092590332,0,0,0
603,0.7059998512268066,1.4825003147125244,0,0,0
